//@relation converted_csv
@attribute Rank numeric
@attribute Name string
@attribute Platform string
@attribute Year numeric
@attribute Genre string
@attribute Publisher string
@attribute NA_Sales numeric
@attribute EU_Sales numeric
@attribute JP_Sales numeric
@attribute Other_Sales numeric
@attribute Global_Sales numeric

@data
12587,3D Lemmings,PS,1995,Puzzle,Psygnosis,0.03,0.02,0,0,0.06
449,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11
9036,G.I. Joe: The Rise of Cobra,PSP,2009,Action,Electronic Arts,0.11,0.02,0,0.02,0.14
16073,East India Company,PC,2009,Strategy,Paradox Interactive,0.01,0,0,0,0.01
11939,The Wolf Among Us,PSV,2014,Adventure,Telltale Games,0.05,0,0,0.02,0.07
2721,Kane & Lynch: Dead Men,PS3,2007,Shooter,Eidos Interactive,0.29,0.32,0.01,0.13,0.76
6769,Classic NES Series: Xevious,GBA,2004,Shooter,Nintendo,0.08,0.03,0.12,0.01,0.25
12576,Starry ? Sky: In Summer,PSP,2010,Misc,Asgard,0,0,0.06,0,0.06
2594,Capcom's Soccer Shootout,SNES,1993,Sports,Nintendo,0,0,0.8,0,0.8
10801,Mind Quiz,PSP,2006,Action,Ubisoft,0.08,0.01,0,0.01,0.1
1945,DiRT,PS3,2007,Racing,Codemasters,0.16,0.67,0,0.23,1.06
7816,Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,0.14,0.03,0,0.01,0.19
2738,DJ Hero 2,PS3,2010,Misc,Activision,0.47,0.19,0,0.09,0.75
14668,Onechanbara Z Kagura,X360,2012,Action,D3Publisher,0,0,0.03,0,0.03
1633,The Sims 2: Castaway,Wii,2007,Simulation,Electronic Arts,0.45,0.64,0,0.14,1.23
10795,Glory Days 2,DS,2007,Strategy,Ghostlight,0.08,0,0,0.01,0.1
4164,Castlevania: Dawn of Sorrow,DS,2005,Platform,Konami Digital Entertainment,0.37,0.04,0.03,0.04,0.47
10151,Monkey Island: Special Edition Collection,PS3,2011,Adventure,Activision,0,0.08,0,0.03,0.11
12943,King Arthur,XB,2004,Action,Konami Digital Entertainment,0.04,0.01,0,0,0.05
16420,th!nk Logic Trainer,Wii,2009,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.01
2017,Tiger Woods PGA Tour 08,Wii,2007,Sports,Electronic Arts,0.94,0.02,0,0.08,1.03
11689,Dragon Ball Z: The Legacy of Goku I & II,GBA,2005,Role-Playing,Atari,0.05,0.02,0,0,0.08
5565,Karaoke Revolution Presents American Idol Encore 2,Wii,2008,Misc,Konami Digital Entertainment,0.3,0,0,0.02,0.33
10673,Sword Art Online: Lost Song,PS3,2015,Role-Playing,Namco Bandai Games,0,0,0.1,0,0.1
4643,Style Lab: Makeover,DS,2009,Simulation,Ubisoft,0.35,0.03,0,0.03,0.42
6466,NPPL: Championship Paintball 2009,PS2,2008,Shooter,Activision Value,0.13,0.1,0,0.03,0.26
13453,Short Track Racing: Trading Paint,PS2,2009,Racing,THQ,0.02,0.02,0,0.01,0.05
590,FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.59
13456,Jewel Master: Cradle Of Rome 2,PC,2011,Puzzle,Rising Star Games,0,0.04,0,0.01,0.04
184,New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,2.32,1.3,1.27,0.31,5.19
10953,GripShift,PSP,2005,Racing,Ubisoft,0.08,0,0,0.01,0.09
6448,Barbie: Jet Set & Style!,Wii,2011,Misc,THQ,0.23,0.01,0,0.02,0.26
12229,Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0,0.06,0,0.01,0.07
7714,Jikkyou Powerful Pro Yakyuu 2011,PSP,2011,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
11843,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.04,0.02,0,0.01,0.07
3915,Lost: Via Domus,PS3,2008,Action,Ubisoft,0.19,0.23,0,0.09,0.51
4445,LEGO Star Wars II: The Original Trilogy,XB,2006,Action,LucasArts,0.33,0.1,0,0.02,0.44
13129,DiRT 2,PC,2009,Racing,Codemasters,0,0.04,0,0.01,0.05
3442,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PS2,2008,Action,THQ,0.29,0.22,0,0.07,0.58
2827,Rabbids Go Home,DS,2009,Platform,Ubisoft,0.35,0.3,0,0.07,0.72
1096,Spy Hunter,PS2,2001,Racing,Midway Games,1.13,0.32,0,0.22,1.67
7059,NBA Live 15,PS4,2014,Sports,Electronic Arts,0.15,0.04,0,0.04,0.23
14745,Jewel Quest 5: The Sleepless Star,DS,2012,Action,Licensed 4U,0,0.02,0,0,0.03
13270,Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05
26,Pokemon Ruby/Pokemon Sapphire,GBA,2002,Role-Playing,Nintendo,6.06,3.9,5.38,0.5,15.85
16003,Smart Kid's Mega Game Mix,DS,2009,Misc,UFO Interactive,0.01,0,0,0,0.01
10091,Jikkyou Powerful Pro Yakyuu '95,PS,1994,Sports,Konami Digital Entertainment,0,0,0.11,0.01,0.11
241,Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49
416,Tekken,PS,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
4543,999: Nine Hours Nine Persons Nine Doors,DS,2009,Adventure,ChunSoft,0.37,0,0.03,0.03,0.43
10224,Vigilante 8: 2nd Offense,N64,2000,Racing,Activision,0.09,0.02,0,0,0.11
35,Call of Duty: Black Ops II,PS3,2012,Shooter,Activision,4.99,5.88,0.65,2.52,14.03
10648,King of Clubs: Mini Golf,Wii,2008,Sports,Oxygen Interactive,0.09,0,0,0.01,0.1
10669,NASCAR '14,PS3,2014,Racing,Deep Silver,0.09,0,0,0.01,0.1
5415,Tiny Tank,PS,1998,Action,Sony Computer Entertainment,0.19,0.13,0,0.02,0.34
1490,The LEGO Movie Videogame,X360,2014,Action,Warner Bros. Interactive Entertainment,0.69,0.52,0,0.11,1.32
9276,MotoGP '06,X360,2006,Racing,THQ,0.11,0.01,0,0.01,0.14
3488,Rock Band 3,PS3,2010,Misc,MTV Games,0.43,0.09,0,0.06,0.58
1729,Ratchet & Clank (2016),PS4,2016,Platform,Sony Computer Entertainment,0.32,0.64,0.04,0.18,1.17
11470,Junior Classic Books & Fairytales,DS,2010,Misc,GSP,0.06,0.01,0,0.01,0.08
9156,Baldur's Gate: Dark Alliance,GC,2002,Role-Playing,Virgin Interactive,0.11,0.03,0,0,0.14
2646,Worms: Open Warfare,PSP,2006,Strategy,THQ,0.11,0.43,0,0.24,0.78
4807,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,2009,Action,Konami Digital Entertainment,0.27,0.01,0.09,0.03,0.4
4310,Tales of Vesperia,PS3,2009,Role-Playing,Namco Bandai Games,0,0,0.45,0,0.45
15432,Worldwide Soccer Manager 2007,PC,2006,Sports,Sega,0,0.02,0,0,0.02
15706,Roommate Asami: Okusama wa Joshikousei,PS2,2002,Adventure,Datam Polystar,0,0,0.02,0,0.02
12700,Zone of the Enders: The Fist of Mars,GBA,2001,Role-Playing,Konami Digital Entertainment,0.04,0.02,0,0,0.06
7122,Tetris Attack,GB,1996,Puzzle,Nintendo,0,0,0.23,0,0.23
13729,Unchained Blades,3DS,2011,Role-Playing,FuRyu,0,0,0.04,0,0.04
16205,Hakuoki: Reimeiroku DS,DS,2012,Action,Idea Factory,0,0,0.01,0,0.01
7305,One Piece: Pirate Warriors 3,PSV,2015,Action,Namco Bandai Games,0,0.07,0.13,0.02,0.22
6579,Hunted: The Demon's Forge,PS3,2011,Action,Bethesda Softworks,0.12,0.08,0.02,0.04,0.26
11887,Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.05,0.01,0,0.01,0.07
13072,Child of Light,PS4,2014,Role-Playing,Ubisoft,0,0.01,0.04,0,0.05
8784,Horse Life Adventures,Wii,2008,Simulation,Deep Silver,0.13,0.01,0,0.01,0.15
8710,He-Man: Power of Grayskull,GBA,2002,Action,TDK Mediactive,0.11,0.04,0,0,0.16
1745,Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,Square Enix,0.45,0.25,0.3,0.16,1.16
3776,Gex 3: Deep Cover Gecko,PS,1999,Platform,Eidos Interactive,0.3,0.2,0,0.03,0.53
13971,Garfield: The Search for Pooky,GBA,2003,Platform,Game Factory,0.03,0.01,0,0,0.04
13708,PopCap Arcade Vol 1,X360,2007,Puzzle,PopCap Games,0.04,0,0,0,0.04
13147,Hail to the Chimp,PS3,2008,Misc,Gamecock,0.05,0,0,0,0.05
15066,Blender Bros.,GBA,2002,Platform,Unknown,0.02,0.01,0,0,0.02
12039,Ultimate Board Game Collection,PSP,2007,Misc,Xplosiv,0.06,0,0,0.01,0.07
11481,NHL Breakaway 99,N64,1998,Sports,Acclaim Entertainment,0.07,0.01,0,0,0.08
11983,Aero Gauge,N64,1997,Racing,ASCII Entertainment,0.06,0.01,0,0,0.07
64,Mario Kart 64,N64,1996,Racing,Nintendo,5.55,1.94,2.23,0.15,9.87
3682,Jak X: Combat Racing,PS2,2005,Racing,Sony Computer Entertainment,0.45,0.02,0,0.07,0.55
7044,Madden NFL 06,GBA,2005,Sports,Electronic Arts,0.17,0.06,0,0,0.23
5893,Skylanders: SuperChargers,PS4,2015,Action,Activision,0.17,0.08,0,0.05,0.3
12318,Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06
16063,Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales but wrong system),PS2,2002,Misc,Media Entertainment,0,0,0.01,0,0.01
4590,Famicom Mini: Super Mario Bros. 2,GBA,2004,Platform,Nintendo,0,0,0.41,0.01,0.42
9961,Tecmo Super Bowl,PS,1996,Sports,Tecmo Koei,0.06,0.04,0,0.01,0.12
3071,Rayman Legends,PS3,2013,Platform,Ubisoft,0.14,0.38,0,0.14,0.66
10642,GT64 Championship Edition,N64,1998,Racing,Ocean,0.08,0.02,0,0,0.1
6119,International Superstar Soccer,SNES,1994,Sports,Konami Digital Entertainment,0,0,0.28,0,0.28
2627,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.79
3107,Up,DS,2009,Action,THQ,0.31,0.28,0,0.07,0.65
9958,Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,Aksys Games,0.06,0.01,0.02,0.02,0.12
15295,Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016,Adventure,5pb,0,0,0.02,0,0.02
13659,Way of the Samurai 2 Portable,PSP,2009,Action,Spike,0,0,0.04,0,0.04
14584,Higurashi no Naku Koro ni Iki,PSV,2015,Action,Kaga Create,0,0,0.03,0,0.03
14495,Starshot: Space Circus Fever,N64,1998,Platform,Infogrames,0.02,0.01,0,0,0.03
7204,Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,0.03,0.13,0.02,0.04,0.22
15926,Pillars of Eternity,PC,2014,Role-Playing,Paradox Interactive,0,0.01,0,0,0.02
12793,Coraline,Wii,2009,Action,D3Publisher,0.05,0,0,0,0.06
7322,Pandemonium!,PS,1996,Platform,BMG Interactive Entertainment,0.12,0.08,0,0.01,0.21
11333,Get Fit with Mel B,X360,nan,Sports,Black Bean Games,0,0.07,0,0.01,0.08
8270,Ice Age: Dawn of the Dinosaurs,PS2,2009,Action,Activision,0.08,0.07,0,0.02,0.17
2516,Killer Instinct Gold,N64,1996,Fighting,Nintendo,0.61,0.19,0,0.01,0.82
16249,Agarest Senki: Re-appearance,PS3,nan,Role-Playing,Idea Factory,0,0,0.01,0,0.01
11832,Pong / Asteroids / Yars' Revenge,GBA,2005,Misc,Zoo Digital Publishing,0.05,0.02,0,0,0.07
2183,Wild ARMs,PS,1996,Role-Playing,Sony Computer Entertainment,0.26,0.17,0.46,0.06,0.95
1539,Midnight Club 3: DUB Edition (America weekly sales),PS2,2005,Racing,Take-Two Interactive,1.22,0.05,0,0.01,1.29
16077,Umihara Kawase Jun: Second Edition Kanzenban,DS,2009,Puzzle,Genterprise,0,0,0.01,0,0.01
7574,Captain America: Super Soldier,PS3,2011,Action,Sega,0.1,0.07,0,0.03,0.2
5196,Mobile Suit Z-Gundam,PS,1997,Action,Namco Bandai Games,0,0,0.34,0.02,0.36
2877,Final Fantasy X/X-2 HD Remaster,PS4,2015,Role-Playing,Square Enix,0.29,0.25,0.06,0.11,0.71
9576,Sengoku Basara 3 Utage,Wii,2011,Action,Capcom,0,0,0.13,0,0.13
14309,Sonic Boom: Fire & Ice,3DS,2016,Platform,Sega,0.03,0,0,0,0.03
2671,Boxing,2600,1980,Fighting,Activision,0.72,0.04,0,0.01,0.77
7775,NCAA Final Four 2003,PS2,2002,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
2599,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari,0.66,0.02,0,0.11,0.79
7616,Tigger's Honey Hunt,N64,2000,Platform,Ubisoft,0.16,0.04,0,0,0.2
13169,Empire Earth,PC,2001,Strategy,Vivendi Games,0,0.04,0,0.01,0.05
14244,Clannad,PS3,2011,Adventure,Prototype,0,0,0.03,0,0.03
6378,Superbike 2000,PS,1999,Racing,Electronic Arts,0.15,0.1,0,0.02,0.27
1,Wii Sports,Wii,2006,Sports,Nintendo,41.49,29.02,3.77,8.46,82.74
4961,MLB 14: The Show,PS3,2014,Sports,Sony Computer Entertainment America,0.35,0,0,0.04,0.39
4908,The Darkness II,X360,2012,Shooter,Take-Two Interactive,0.24,0.12,0,0.03,0.39
6884,Tony Hawk's American Sk8land,GBA,2005,Sports,Activision,0.17,0.06,0,0,0.24
2850,Driver: San Francisco,X360,2011,Racing,Ubisoft,0.25,0.39,0,0.08,0.72
15095,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,2008,Adventure,Minato Station,0,0,0.02,0,0.02
186,FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18
5054,Etrian Odyssey IV: Legends of the Titans,3DS,2012,Role-Playing,Atlus,0.12,0.05,0.2,0.01,0.38
15160,Ukiyo no Roushi,PSV,2015,Action,Unknown,0,0,0.02,0,0.02
7093,Alundra,PS,1997,Role-Playing,Psygnosis,0.13,0.09,0,0.01,0.23
8517,Hannah Montana: Rock Out the Show,PSP,2009,Misc,Disney Interactive Studios,0.13,0.01,0,0.02,0.16
5706,MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011,Role-Playing,Capcom,0,0,0.31,0,0.31
6020,Ford Mustang: The Legend Lives,PS2,2005,Racing,Take-Two Interactive,0.14,0.11,0,0.04,0.29
7882,Pro Yakyuu Team o Tsukurou!,DS,2008,Sports,Sega,0,0,0.19,0,0.19
9747,WWE SmackDown vs Raw 2008,DS,2007,Fighting,THQ,0.11,0.01,0,0.01,0.12
11829,Cartoon Network: Punch Time Explosion XL,X360,2011,Fighting,Crave Entertainment,0.07,0,0,0,0.07
484,Street Fighter IV,X360,2009,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95
11347,Orega Kantoku Da! Gekitou Pennant Race,PS2,2000,Sports,Enix Corporation,0,0,0.08,0,0.08
7500,The King of Fighters '95,NG,1995,Fighting,SNK,0,0,0.2,0,0.2
8567,TNA iMPACT!,Wii,2008,Fighting,Midway Games,0.14,0.01,0,0.01,0.16
11348,America's Next Top Model,Wii,2010,Action,Crave Entertainment,0.08,0,0,0.01,0.08
4098,Millipede,2600,1983,Shooter,Atari,0.45,0.03,0,0.01,0.48
11795,Winx Club,GBA,2005,Shooter,Konami Digital Entertainment,0.05,0.02,0,0,0.07
9606,Twister Mania,X360,2011,Misc,505 Games,0.1,0.01,0,0.01,0.13
9369,Tak 2: The Staff of Dreams,XB,2004,Platform,THQ,0.1,0.03,0,0,0.13
14172,Red Faction II,GC,2003,Shooter,THQ,0.03,0.01,0,0,0.03
6193,NFL Blitz 20-02,PS2,2002,Sports,Midway Games,0.14,0.11,0,0.04,0.28
2418,Rocky,PS2,2002,Fighting,Rage Software,0.42,0.33,0,0.11,0.86
2392,Beijing 2008,PS3,2008,Sports,Sega,0.14,0.54,0.01,0.18,0.87
14849,Tokushu Houdoubu,PSV,2012,Adventure,Nippon Ichi Software,0,0,0.03,0,0.03
4093,Mario Golf: World Tour,3DS,2014,Sports,Nintendo,0.15,0.14,0.17,0.03,0.48
9593,LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.05,0.07,0,0.01,0.13
12077,Space Hulk: Vengeance of the Blood Angels,PS,1995,Shooter,Electronic Arts,0.04,0.03,0,0,0.07
11411,Zero: Tsukihami no Kamen,Wii,nan,Action,Nintendo,0,0,0.08,0,0.08
15238,Dies Irae: Amantes Amentes,PSP,2012,Action,Views,0,0,0.02,0,0.02
4673,Katamari Forever,PS3,2009,Puzzle,Namco Bandai Games,0.26,0.05,0.06,0.04,0.42
219,Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.91,2,0.09,0.83,4.83
10617,Kelly Slater's Pro Surfer,XB,2002,Sports,Activision,0.08,0.02,0,0,0.1
4903,Rune Factory: Frontier,Wii,2008,Role-Playing,Rising Star Games,0.18,0.14,0.04,0.04,0.39
5907,John Deere: Harvest in the Heartland,DS,2007,Simulation,Ubisoft,0.23,0.04,0,0.02,0.3
11987,Teenage Mutant Ninja Turtles: Tournament Fighters,NES,1992,Fighting,Konami Digital Entertainment,0.04,0.01,0.02,0,0.07
11377,Dream Day: Wedding Destinations,DS,2009,Simulation,THQ,0.08,0,0,0.01,0.08
8491,Guilty Gear Judgment,PSP,2006,Fighting,Majesco Entertainment,0.13,0,0.02,0.01,0.16
623,Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive,1.15,1.14,0.06,0.13,2.48
5943,Final Fantasy XI: Wings of the Goddess,X360,2007,Role-Playing,Square Enix,0.25,0,0.02,0.02,0.3
6508,Jikkyou Powerful Pro Yakyuu 2011,PS3,2011,Sports,Konami Digital Entertainment,0,0,0.26,0,0.26
14728,Auto Modellista,GC,2003,Racing,Capcom,0.02,0.01,0,0,0.03
9733,The Ant Bully,GC,2006,Platform,Midway Games,0.09,0.02,0,0,0.12
3869,Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision,0.37,0.14,0,0.01,0.52
13095,Kamiwaza,PS2,2006,Action,Acquire,0,0,0.05,0,0.05
1213,Dark Cloud,PS2,2000,Role-Playing,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54
5447,Tokyo Highway Battle,PS,1996,Racing,Jaleco,0.06,0.04,0.21,0.02,0.33
14112,Supreme Ruler: Cold War,PC,2011,Strategy,Paradox Interactive,0,0.03,0,0.01,0.03
14462,Freaky Flyers,XB,2003,Racing,Midway Games,0.02,0.01,0,0,0.03
1003,FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.07,0.02,0.32,1.76
5708,Sesame Street: Cookie's Counting Carnival,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.29,0,0,0.02,0.31
3770,007 Racing,PS,2000,Racing,Electronic Arts,0.3,0.2,0,0.03,0.53
3706,Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,0.25,0.2,0,0.08,0.54
1145,Yu-Gi-Oh! Duel Monsters,GB,1998,Strategy,Konami Digital Entertainment,0,0,1.61,0.01,1.61
4430,The Godfather (US sales),XB,2006,Action,Electronic Arts,0.33,0.1,0,0.02,0.44
10128,Gem Quest: 4 Elements,DS,2011,Puzzle,Mastertronic,0.05,0.05,0,0.01,0.11
684,Just Dance Kids,Wii,2010,Misc,Ubisoft,1.57,0.56,0,0.19,2.32
1747,Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,Ubisoft,0.57,0.44,0,0.15,1.16
117,Crash Bandicoot,PS,1996,Platform,Sony Computer Entertainment,3.23,2.35,0.94,0.3,6.82
2911,Star Wars: Obi-Wan,XB,2001,Action,Activision,0.52,0.16,0,0.02,0.7
11779,Gladius,GC,2003,Strategy,Activision,0.06,0.01,0,0,0.07
14046,Barbie and Her Sisters Puppy Rescue,3DS,2015,Action,Namco Bandai Games,0,0.03,0,0,0.04
3166,The Princess and the Frog,DS,2009,Platform,Disney Interactive Studios,0.41,0.17,0,0.06,0.64
15861,DuckTales: Remastered,PC,2013,Action,Capcom,0,0.01,0,0,0.02
15104,Crazy Machines,Wii,2010,Puzzle,DTP Entertainment,0.01,0.01,0,0,0.02
7162,Momotarou Dentetsu 15,PS2,2005,Misc,Hudson Soft,0,0,0.22,0,0.22
12842,Virtua Tennis 3,PSP,2007,Sports,Sega,0.02,0.03,0,0.01,0.05
427,Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,0,0,3.19,0,3.19
131,Pokémon Emerald Version,GBA,2004,Role-Playing,Nintendo,2.57,1.58,2.06,0.21,6.41
6715,Ultimate Band,Wii,2008,Misc,Disney Interactive Studios,0.2,0.03,0,0.02,0.25
9996,Sphinx and the Cursed Mummy,XB,2003,Action,THQ,0.09,0.02,0,0,0.12
11234,Sega Bass Fishing,DC,1999,Sports,Sega,0,0,0.09,0,0.09
15007,Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,Ubisoft,0,0.02,0,0,0.02
7531,Just Dance 2: Extra Songs,Wii,2011,Misc,Ubisoft,0,0.17,0,0.03,0.2
11116,Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,DS,2010,Action,Namco Bandai Games,0,0,0.09,0,0.09
8222,MotoGP 10/11,PS3,2011,Racing,Capcom,0.04,0.1,0,0.04,0.17
15710,Back to the Future: The Game,XOne,2015,Adventure,Telltale Games,0,0.02,0,0,0.02
10249,Sakura Taisen Hanagumi Tsuushin,SAT,1997,Misc,Sega,0,0,0.11,0,0.11
4996,Disney Sing It,PS3,2008,Misc,Disney Interactive Studios,0.27,0.07,0,0.04,0.38
8817,World Series Baseball 2K3,XB,2003,Sports,Sega,0.11,0.03,0,0.01,0.15
12670,Urban Chaos: Riot Response,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06
6145,Avatar: The Last Airbender,Wii,2006,Adventure,THQ,0.24,0.02,0,0.02,0.28
8047,Monopoly Party,XB,2002,Misc,Infogrames,0.14,0.04,0,0.01,0.18
7332,Dorabase DS: Dramatic Stadium,DS,2007,Sports,Namco Bandai Games,0,0,0.21,0,0.21
3226,FIFA Soccer 2002,PS2,2001,Sports,Electronic Arts,0.31,0.24,0,0.08,0.63
12735,Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007,Role-Playing,Tecmo Koei,0,0,0.06,0,0.06
3931,World Championship Poker,XB,2004,Misc,Crave Entertainment,0.37,0.11,0,0.02,0.51
15666,Wizardry Twin Pack,PS3,2011,Role-Playing,Acquire,0,0,0.02,0,0.02
13094,Super Heroine Chronicle,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05
3535,NBA Hangtime,N64,1997,Sports,GT Interactive,0.48,0.08,0,0,0.57
10381,Grand Theft Auto: Mission Pack #1 London 1969,PS,1998,Adventure,Take-Two Interactive,0.06,0.04,0,0.01,0.11
8309,Looney Tunes: Back in Action,GC,2003,Platform,Warner Bros. Interactive Entertainment,0.13,0.03,0,0,0.17
10057,Mega Man Battle Chip Challenge,GBA,2003,Misc,Capcom,0.08,0.03,0,0,0.11
6713,Disgaea 2: Dark Hero Days,PSP,2009,Role-Playing,Nippon Ichi Software,0.1,0.01,0.12,0.02,0.25
2383,Red Faction: Guerrilla,X360,2009,Shooter,THQ,0.48,0.29,0.01,0.09,0.87
3591,WWE Raw 2,XB,2003,Fighting,THQ,0.43,0.11,0,0.02,0.56
1351,Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,Electronic Arts,0.81,0.48,0,0.14,1.43
9843,MTV Sports: Pure Ride,PS,2000,Sports,THQ,0.07,0.05,0,0.01,0.12
6773,Tales of Hearts,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.24,0,0.24
4088,Metal Gear Solid HD Edition,PSV,2012,Action,Konami Digital Entertainment,0.16,0.18,0.05,0.09,0.48
8829,Build-A-Bear Workshop: Welcome to Hugsville,DS,2010,Misc,Game Factory,0.14,0,0,0.01,0.15
16125,Theatre Of War,PC,2007,Strategy,Kalypso Media,0,0.01,0,0,0.01
864,Devil May Cry 2,PS2,2003,Action,Capcom,0.71,0.58,0.51,0.17,1.97
9552,Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004,Action,Konami Digital Entertainment,0.1,0.03,0,0,0.13
13668,Little Busters! Converted Edition,PSP,2010,Adventure,Prototype,0,0,0.04,0,0.04
6961,Wizards of Waverly Place: Spellbound,DS,2010,Misc,Disney Interactive Studios,0.16,0.06,0,0.02,0.23
851,Super Street Fighter II,SNES,1993,Fighting,Nintendo,0.52,0.16,1.29,0.03,2
11653,Resident Evil 3: Nemesis,GC,2003,Action,Capcom,0.06,0.02,0,0,0.08
6917,Tiger Woods PGA Tour 10,PSP,2009,Sports,Electronic Arts,0.12,0.07,0,0.05,0.24
11763,Again,DS,2009,Adventure,Ackkstudios,0.07,0,0,0,0.07
7367,Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,0.07,0.12,0,0.02,0.21
2135,Fire Emblem,GBA,2003,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97
8541,Beowulf: The Game,PS3,2007,Action,Ubisoft,0.14,0.01,0,0.01,0.16
13778,Go Diego Go!: Safari Rescue,PS2,2008,Action,Take-Two Interactive,0.02,0.02,0,0.01,0.04
8399,Clock Tower II: The Struggle Within,PS,1998,Adventure,Human Entertainment,0.02,0.01,0.12,0.01,0.17
15709,Pirates: Legend of the Black Buccaneer,PS2,2006,Adventure,10TACLE Studios,0.01,0.01,0,0,0.02
11443,Far Cry Vengeance,Wii,2006,Shooter,Ubisoft,0.06,0.01,0,0.01,0.08
13526,Puyo Puyo Tetris,PS3,2014,Puzzle,Sega,0,0,0.04,0,0.04
6305,Sydney 2000,PS,2000,Sports,Eidos Interactive,0.15,0.1,0,0.02,0.27
12379,Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,0.05,0.01,0,0,0.06
11977,Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,DS,2009,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07
5327,From TV Animation One Piece: Tobidase Kaizokudan!,PS,2001,Role-Playing,Namco Bandai Games,0,0,0.32,0.02,0.35
7903,Active Health with Carol Vorderman,DS,2009,Sports,Nintendo,0,0.18,0,0.01,0.19
1779,Dragon Quest I & II,SNES,1993,Role-Playing,Enix Corporation,0,0,1.15,0,1.15
14893,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007,Misc,Sega,0,0,0.03,0,0.03
11723,Scooby-Doo! Unmasked,XB,2005,Platform,THQ,0.06,0.02,0,0,0.08
11852,SD Gundam: Gashapon Wars,GC,2005,Strategy,Namco Bandai Games,0,0,0.07,0,0.07
3160,Rayman 2: The Great Escape,N64,1999,Platform,Ubisoft,0.4,0.22,0,0.02,0.64
1109,Mario Party 6,GC,2004,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65
984,Madden NFL 25,PS3,2013,Sports,Electronic Arts,1.59,0.03,0,0.15,1.77
6029,The New Tetris,N64,1999,Puzzle,Nintendo,0.22,0.05,0.02,0,0.29
16138,Vanark,PS,1999,Shooter,Jaleco,0.01,0.01,0,0,0.01
